meta_id,post_id,meta_key,meta_value
75,29,_wp_attachment_metadata,"a:6:{s:5:""width"";i:640;s:6:""height"";i:426;s:4:""file"";s:19:""2025/04/branch2.jpg"";s:8:""filesize"";i:46022;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:19:""branch2-300x200.jpg"";s:5:""width"";i:300;s:6:""height"";i:200;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:17884;}s:9:""thumbnail"";a:5:{s:4:""file"";s:19:""branch2-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:7843;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
76,30,_wp_attached_file,2025/04/bg1.jpg
77,30,pagelayer_image_md5,70635aa032f33ab474b56ae060cd54a0
78,30,_wp_attachment_metadata,"a:6:{s:5:""width"";i:1000;s:6:""height"";i:666;s:4:""file"";s:15:""2025/04/bg1.jpg"";s:8:""filesize"";i:71609;s:5:""sizes"";a:3:{s:6:""medium"";a:5:{s:4:""file"";s:15:""bg1-300x200.jpg"";s:5:""width"";i:300;s:6:""height"";i:200;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8569;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""bg1-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:4184;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""bg1-768x511.jpg"";s:5:""width"";i:768;s:6:""height"";i:511;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:37809;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
79,31,_wp_attached_file,2025/04/events5.jpg
80,31,pagelayer_image_md5,c21c84c2dec88fc95978ba2d21a175a1
81,31,_wp_attachment_metadata,"a:6:{s:5:""width"";i:640;s:6:""height"";i:426;s:4:""file"";s:19:""2025/04/events5.jpg"";s:8:""filesize"";i:44498;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:19:""events5-300x200.jpg"";s:5:""width"";i:300;s:6:""height"";i:200;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:18991;}s:9:""thumbnail"";a:5:{s:4:""file"";s:19:""events5-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8493;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
82,32,_wp_attached_file,2025/04/course1.jpg
83,32,pagelayer_image_md5,da9e69a02c96c26be868379580cad69d
84,32,_wp_attachment_metadata,"a:6:{s:5:""width"";i:640;s:6:""height"";i:427;s:4:""file"";s:19:""2025/04/course1.jpg"";s:8:""filesize"";i:60665;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:19:""course1-300x200.jpg"";s:5:""width"";i:300;s:6:""height"";i:200;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:15025;}s:9:""thumbnail"";a:5:{s:4:""file"";s:19:""course1-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6609;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
85,33,_wp_attached_file,2025/04/course4.jpg
86,33,pagelayer_image_md5,d52175507c5a3e65cc5ed5f2821a73da
87,33,_wp_attachment_metadata,"a:6:{s:5:""width"";i:640;s:6:""height"";i:426;s:4:""file"";s:19:""2025/04/course4.jpg"";s:8:""filesize"";i:25066;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:19:""course4-300x200.jpg"";s:5:""width"";i:300;s:6:""height"";i:200;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:13383;}s:9:""thumbnail"";a:5:{s:4:""file"";s:19:""course4-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5959;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
88,34,_wp_attached_file,2025/04/banner2.jpg
89,34,pagelayer_image_md5,b7ba86be00e08de98860870f117504ca
90,34,_wp_attachment_metadata,"a:6:{s:5:""width"";i:1000;s:6:""height"";i:667;s:4:""file"";s:19:""2025/04/banner2.jpg"";s:8:""filesize"";i:87958;s:5:""sizes"";a:3:{s:6:""medium"";a:5:{s:4:""file"";s:19:""banner2-300x200.jpg"";s:5:""width"";i:300;s:6:""height"";i:200;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:20472;}s:9:""thumbnail"";a:5:{s:4:""file"";s:19:""banner2-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:9023;}s:12:""medium_large"";a:5:{s:4:""file"";s:19:""banner2-768x512.jpg"";s:5:""width"";i:768;s:6:""height"";i:512;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:86225;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
91,35,_wp_attached_file,2025/04/home1.png
92,35,pagelayer_image_md5,a53be203ff9bcf5e32e6b79d812d6176
93,35,_wp_attachment_metadata,"a:6:{s:5:""width"";i:640;s:6:""height"";i:465;s:4:""file"";s:17:""2025/04/home1.png"";s:8:""filesize"";i:21545;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:17:""home1-300x218.png"";s:5:""width"";i:300;s:6:""height"";i:218;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:33597;}s:9:""thumbnail"";a:5:{s:4:""file"";s:17:""home1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:14767;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
94,36,_wp_attached_file,2025/04/short-bg.jpg
95,36,pagelayer_image_md5,4202589444d6ae157451ff1447342fc6
96,36,_wp_attachment_metadata,"a:6:{s:5:""width"";i:1000;s:6:""height"";i:547;s:4:""file"";s:20:""2025/04/short-bg.jpg"";s:8:""filesize"";i:86810;s:5:""sizes"";a:3:{s:6:""medium"";a:5:{s:4:""file"";s:20:""short-bg-300x164.jpg"";s:5:""width"";i:300;s:6:""height"";i:164;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:19621;}s:9:""thumbnail"";a:5:{s:4:""file"";s:20:""short-bg-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:9446;}s:12:""medium_large"";a:5:{s:4:""file"";s:20:""short-bg-768x420.jpg"";s:5:""width"";i:768;s:6:""height"";i:420;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:83892;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
97,37,_wp_attached_file,2025/04/events2.jpg
98,37,pagelayer_image_md5,4a4947fdc53578407faa372dc4d94e4e
99,37,_wp_attachment_metadata,"a:6:{s:5:""width"";i:640;s:6:""height"";i:426;s:4:""file"";s:19:""2025/04/events2.jpg"";s:8:""filesize"";i:39313;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:19:""events2-300x200.jpg"";s:5:""width"";i:300;s:6:""height"";i:200;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:16794;}s:9:""thumbnail"";a:5:{s:4:""file"";s:19:""events2-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:7876;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
100,38,pagelayer-data,1745481167
101,38,pagelayer_template_type,header
102,38,pagelayer_template_conditions,"a:1:{i:0;a:4:{s:4:""type"";s:7:""include"";s:8:""template"";s:0:"""";s:12:""sub_template"";N;s:2:""id"";s:0:"""";}}"
103,38,pagelayer_imported_content,educate
104,39,pagelayer-data,1745481167
105,39,pagelayer_template_type,footer
106,39,pagelayer_template_conditions,"a:1:{i:0;a:4:{s:4:""type"";s:7:""include"";s:8:""template"";s:0:"""";s:12:""sub_template"";N;s:2:""id"";s:0:"""";}}"
107,39,pagelayer_imported_content,educate
108,40,pagelayer-data,1745481167
109,40,pagelayer_template_type,archive
110,40,pagelayer_template_conditions,"a:1:{i:0;a:4:{s:4:""type"";s:7:""include"";s:8:""template"";s:8:""archives"";s:12:""sub_template"";s:0:"""";s:2:""id"";s:0:"""";}}"
111,40,pagelayer_imported_content,educate
112,41,pagelayer-data,1745481167
113,41,pagelayer_template_type,single
114,41,pagelayer_template_conditions,"a:1:{i:0;a:4:{s:4:""type"";s:7:""include"";s:8:""template"";s:8:""singular"";s:12:""sub_template"";s:3:""404"";s:2:""id"";s:0:"""";}}"
115,41,pagelayer_imported_content,educate
116,42,pagelayer-data,1745481167
117,42,pagelayer_template_type,single
118,42,pagelayer_template_conditions,"a:2:{i:0;a:4:{s:4:""type"";s:7:""include"";s:8:""template"";s:8:""singular"";s:12:""sub_template"";s:4:""post"";s:2:""id"";s:0:"""";}i:1;a:4:{s:4:""type"";s:7:""include"";s:8:""template"";s:8:""singular"";s:12:""sub_template"";s:10:""attachment"";s:2:""id"";s:0:"""";}}"
119,42,pagelayer_imported_content,educate
120,43,pagelayer-data,1745481167
121,43,pagelayer_imported_content,educate
122,44,pagelayer-data,1745481167
123,44,pagelayer_imported_content,educate
124,45,pagelayer-data,1745481167
125,45,pagelayer_imported_content,educate
126,46,pagelayer-data,1745481167
127,46,pagelayer_imported_content,educate
128,49,_menu_item_type,post_type
129,49,_menu_item_menu_item_parent,0
130,49,_menu_item_object_id,43
131,49,_menu_item_object,page
132,49,_menu_item_target,<blank>
133,49,_menu_item_classes,"a:1:{i:0;s:0:"""";}"
134,49,_menu_item_xfn,<blank>
135,49,_menu_item_url,<blank>
136,50,_menu_item_type,post_type
137,50,_menu_item_menu_item_parent,0
138,50,_menu_item_object_id,47
139,50,_menu_item_object,page
140,50,_menu_item_target,<blank>
141,50,_menu_item_classes,"a:1:{i:0;s:0:"""";}"
142,50,_menu_item_xfn,<blank>
143,50,_menu_item_url,<blank>
144,51,_menu_item_type,post_type
145,51,_menu_item_menu_item_parent,0
146,51,_menu_item_object_id,44
147,51,_menu_item_object,page
148,51,_menu_item_target,<blank>
149,51,_menu_item_classes,"a:1:{i:0;s:0:"""";}"
150,51,_menu_item_xfn,<blank>
151,51,_menu_item_url,<blank>
152,52,_menu_item_type,post_type
153,52,_menu_item_menu_item_parent,0
154,52,_menu_item_object_id,45
155,52,_menu_item_object,page
156,52,_menu_item_target,<blank>
157,52,_menu_item_classes,"a:1:{i:0;s:0:"""";}"
158,52,_menu_item_xfn,<blank>
159,52,_menu_item_url,<blank>
160,53,_menu_item_type,post_type
161,53,_menu_item_menu_item_parent,0
162,53,_menu_item_object_id,46
163,53,_menu_item_object,page
164,53,_menu_item_target,<blank>
165,53,_menu_item_classes,"a:1:{i:0;s:0:"""";}"
166,53,_menu_item_xfn,<blank>
167,53,_menu_item_url,<blank>
168,54,_wp_attached_file,2025/04/banner2-1.jpg
169,54,pagelayer_image_md5,edc05a52e33f82e50076e255aa9c4c51
170,54,_wp_attachment_metadata,"a:6:{s:5:""width"";i:1920;s:6:""height"";i:1086;s:4:""file"";s:21:""2025/04/banner2-1.jpg"";s:8:""filesize"";i:126177;s:5:""sizes"";a:5:{s:6:""medium"";a:5:{s:4:""file"";s:21:""banner2-1-300x170.jpg"";s:5:""width"";i:300;s:6:""height"";i:170;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:9720;}s:5:""large"";a:5:{s:4:""file"";s:22:""banner2-1-1024x579.jpg"";s:5:""width"";i:1024;s:6:""height"";i:579;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:63124;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""banner2-1-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5288;}s:12:""medium_large"";a:5:{s:4:""file"";s:21:""banner2-1-768x434.jpg"";s:5:""width"";i:768;s:6:""height"";i:434;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:40096;}s:9:""1536x1536"";a:5:{s:4:""file"";s:22:""banner2-1-1536x869.jpg"";s:5:""width"";i:1536;s:6:""height"";i:869;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:119889;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
171,55,_wp_attached_file,2025/04/logo-1.png
172,55,_wp_attachment_metadata,"a:6:{s:5:""width"";i:327;s:6:""height"";i:64;s:4:""file"";s:18:""2025/04/logo-1.png"";s:8:""filesize"";i:18029;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:17:""logo-1-300x59.png"";s:5:""width"";i:300;s:6:""height"";i:59;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:15869;}s:9:""thumbnail"";a:5:{s:4:""file"";s:17:""logo-1-150x64.png"";s:5:""width"";i:150;s:6:""height"";i:64;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:2563;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
173,43,_edit_lock,1746002813:1
175,64,_wp_attached_file,2025/04/36.jpg
176,64,_wp_attachment_metadata,"a:6:{s:5:""width"";i:1400;s:6:""height"";i:413;s:4:""file"";s:14:""2025/04/36.jpg"";s:8:""filesize"";i:191844;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:13:""36-300x89.jpg"";s:5:""width"";i:300;s:6:""height"";i:89;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8397;}s:5:""large"";a:5:{s:4:""file"";s:15:""36-1024x302.jpg"";s:5:""width"";i:1024;s:6:""height"";i:302;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:49935;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""36-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6238;}s:12:""medium_large"";a:5:{s:4:""file"";s:14:""36-768x227.jpg"";s:5:""width"";i:768;s:6:""height"";i:227;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:32784;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
177,65,_wp_attached_file,2025/04/142.jpg
178,65,_wp_attachment_metadata,"a:6:{s:5:""width"";i:1400;s:6:""height"";i:413;s:4:""file"";s:15:""2025/04/142.jpg"";s:8:""filesize"";i:144672;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""142-300x89.jpg"";s:5:""width"";i:300;s:6:""height"";i:89;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:10361;}s:5:""large"";a:5:{s:4:""file"";s:16:""142-1024x302.jpg"";s:5:""width"";i:1024;s:6:""height"";i:302;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:71482;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""142-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8248;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""142-768x227.jpg"";s:5:""width"";i:768;s:6:""height"";i:227;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:46798;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
179,66,_wp_attached_file,2025/04/143.jpg
180,66,_wp_attachment_metadata,"a:6:{s:5:""width"";i:1400;s:6:""height"";i:413;s:4:""file"";s:15:""2025/04/143.jpg"";s:8:""filesize"";i:206521;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""143-300x89.jpg"";s:5:""width"";i:300;s:6:""height"";i:89;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:9611;}s:5:""large"";a:5:{s:4:""file"";s:16:""143-1024x302.jpg"";s:5:""width"";i:1024;s:6:""height"";i:302;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:59511;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""143-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6961;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""143-768x227.jpg"";s:5:""width"";i:768;s:6:""height"";i:227;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:38938;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
181,74,_wp_attached_file,2025/04/about.jpg
182,74,_wp_attachment_metadata,"a:6:{s:5:""width"";i:400;s:6:""height"";i:252;s:4:""file"";s:17:""2025/04/about.jpg"";s:8:""filesize"";i:122782;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:17:""about-300x189.jpg"";s:5:""width"";i:300;s:6:""height"";i:189;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:14691;}s:9:""thumbnail"";a:5:{s:4:""file"";s:17:""about-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6576;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
183,78,_wp_attached_file,2025/04/IMG-20241101-WA0002.jpg
184,78,_wp_attachment_metadata,"a:6:{s:5:""width"";i:1280;s:6:""height"";i:1600;s:4:""file"";s:31:""2025/04/IMG-20241101-WA0002.jpg"";s:8:""filesize"";i:188909;s:5:""sizes"";a:5:{s:6:""medium"";a:5:{s:4:""file"";s:31:""IMG-20241101-WA0002-240x300.jpg"";s:5:""width"";i:240;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:12906;}s:5:""large"";a:5:{s:4:""file"";s:32:""IMG-20241101-WA0002-819x1024.jpg"";s:5:""width"";i:819;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:90414;}s:9:""thumbnail"";a:5:{s:4:""file"";s:31:""IMG-20241101-WA0002-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5583;}s:12:""medium_large"";a:5:{s:4:""file"";s:31:""IMG-20241101-WA0002-768x960.jpg"";s:5:""width"";i:768;s:6:""height"";i:960;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:81025;}s:9:""1536x1536"";a:5:{s:4:""file"";s:33:""IMG-20241101-WA0002-1229x1536.jpg"";s:5:""width"";i:1229;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:201117;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
185,79,_wp_attached_file,2025/04/PrincipalCCL.jpg
186,79,_wp_attachment_metadata,"a:6:{s:5:""width"";i:231;s:6:""height"";i:267;s:4:""file"";s:24:""2025/04/PrincipalCCL.jpg"";s:8:""filesize"";i:49755;s:5:""sizes"";a:1:{s:9:""thumbnail"";a:5:{s:4:""file"";s:24:""PrincipalCCL-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6887;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
187,81,_wp_attached_file,2025/04/Principal-pic.jpg
188,81,_wp_attachment_metadata,"a:6:{s:5:""width"";i:150;s:6:""height"";i:150;s:4:""file"";s:25:""2025/04/Principal-pic.jpg"";s:8:""filesize"";i:40397;s:5:""sizes"";a:0:{}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
189,82,_wp_attached_file,2025/04/GOC.jpg
